site,season,burned,tsf,ndvi_abs,ndvi_het
CG-071,20_3,burned_post,1,0.127,0.048
CG-073,20_3,unburned_post,1,0.271,0.0538
CG-074,20_3,unburned_post,1,0.306,0.0539
CG-075,20_3,unburned_post,1,0.281,0.0424
CG-084,20_3,unburned_post,1,0.322,0.044
CG-085,20_3,unburned_post,1,0.26,0.0529
CG-088,20_3,unburned_post,1,0.268,0.0643
CG-089,20_3,burned_post,1,0.244,0.0515
CG-090,20_3,unburned_post,1,0.257,0.0639
CG-092,20_3,unburned_post,1,0.284,0.0571
CG-096,20_3,unburned_post,1,0.244,0.0428
CG-097,20_3,unburned_post,1,0.235,0.0687
CG-098,20_3,unburned_post,1,0.268,0.0522
CG-102,20_3,unburned_post,1,0.231,0.0508
CG-103,20_3,unburned_post,1,0.224,0.0511
CO-TR,20_3,unburned_post,1,0.158,0.0281
DO-CA3,20_3,unburned_post,13,0.144,0.0505
DR-SP2,20_3,burned_post,1,0.132,0.0413
EA-MW2,20_3,unburned_post,13,0.145,0.038
FR-RO,20_3,unburned_post,13,0.163,0.0358
GY-FO,20_3,burned_post,13,0.172,0.0325
IR-ME1,20_3,unburned_post,1,0.154,0.026
IRC01,20_3,unburned_post,1,0.121,0.0329
IRC02,20_3,unburned_post,1,0.162,0.0381
IRC03,20_3,unburned_post,1,0.161,0.0386
IRC04,20_3,unburned_post,1,0.152,0.0319
IRC05,20_3,unburned_post,1,0.146,0.031
IRC06,20_3,unburned_post,1,0.158,0.031
IRC07,20_3,unburned_post,1,0.158,0.0346
IRC09,20_3,burned_post,1,0.144,0.0291
IRC10,20_3,unburned_post,1,0.163,0.034
IRC12,20_3,unburned_post,1,0.156,0.035
IRC13,20_3,unburned_post,1,0.152,0.0262
LI-ME2,20_3,unburned_post,1,0.159,0.0373
LO-WE2,20_3,burned_post,1,0.179,0.023
MO-FR1,20_3,unburned_post,13,0.164,0.0364
OR-LO,20_3,burned_post,1,0.141,0.0418
OV-TR,20_3,burned_post,13,0.151,0.0436
RO-CA2,20_3,burned_post,1,0.135,0.0401
SO-GY,20_3,burned_post,13,0.161,0.036
UP-WE,20_3,burned_post,13,0.168,0.0248
WE-TR1,20_3,burned_post,13,0.177,0.0267
WE-TR3,20_3,burned_post,13,0.176,0.0268
AG-CH,20_4,burned_post,2,0.086,0.0433
AU-TR,20_4,burned_post,1,0.058,0.041
BO-SP,20_4,burned_post,2,0.095,0.0428
BO-TR,20_4,burned_post,2,0.098,0.0462
CG-001,20_4,unburned_post,2,0.177,0.0483
CG-002,20_4,unburned_post,2,0.17,0.0498
CG-003,20_4,unburned_post,2,0.162,0.0544
CG-004,20_4,unburned_post,2,0.283,0.061
CG-005,20_4,unburned_post,2,0.236,0.0633
CG-006,20_4,unburned_post,2,0.207,0.0819
CG-016,20_4,burned_post,2,0.182,0.0857
CG-017,20_4,unburned_post,2,0.23,0.0487
CG-018,20_4,burned_post,2,0.276,0.0592
CG-019,20_4,unburned_post,2,0.189,0.0545
CG-020,20_4,unburned_post,2,0.245,0.0771
CG-029,20_4,burned_post,2,0.2,0.0727
CG-030,20_4,burned_post,2,0.23,0.0647
CG-031,20_4,unburned_post,2,0.243,0.0841
CG-033,20_4,unburned_post,2,0.264,0.0775
CG-042,20_4,burned_post,2,0.057,0.0397
CG-044,20_4,burned_post,2,0.093,0.0381
CG-045,20_4,burned_post,2,0.151,0.0894
CG-047,20_4,unburned_post,2,0.258,0.0764
CG-048,20_4,unburned_post,2,0.251,0.06
CG-056,20_4,burned_post,2,0.101,0.0652
CG-057,20_4,burned_post,2,0.039,0.0266
CG-058,20_4,burned_post,2,0.097,0.0855
CG-059,20_4,burned_post,2,0.208,0.0618
CG-069,20_4,burned_post,2,0.174,0.0875
CG-070,20_4,burned_post,2,0.107,0.069
CG-071,20_4,burned_post,2,0.146,0.0571
CG-073,20_4,unburned_post,2,0.262,0.0822
CG-074,20_4,unburned_post,2,0.302,0.0909
CG-075,20_4,unburned_post,2,0.286,0.0611
CG-084,20_4,unburned_post,2,0.336,0.0619
CG-085,20_4,unburned_post,2,0.224,0.0722
CG-088,20_4,unburned_post,2,0.273,0.095
CG-089,20_4,burned_post,2,0.229,0.0725
CG-090,20_4,unburned_post,2,0.245,0.0984
CG-092,20_4,unburned_post,2,0.279,0.0804
CG-096,20_4,unburned_post,2,0.234,0.069
CG-097,20_4,unburned_post,2,0.251,0.0848
CG-098,20_4,unburned_post,2,0.279,0.0708
CG-102,20_4,unburned_post,2,0.229,0.0628
CG-103,20_4,unburned_post,2,0.22,0.0687
CO-TR,20_4,burned_post,1,0.05,0.039
DO-CA3,20_4,unburned_post,14,0.089,0.0818
DR-SP2,20_4,burned_post,2,0.037,0.0504
EA-MW2,20_4,unburned_post,14,0.105,0.0421
FR-RO,20_4,unburned_post,14,0.117,0.0467
GY-FO,20_4,burned_post,14,0.12,0.0447
IR-ME1,20_4,burned_post,1,0.065,0.0475
IRC01,20_4,unburned_post,1,0.084,0.0378
IRC02,20_4,unburned_post,1,0.094,0.0642
IRC03,20_4,burned_post,1,0.052,0.0406
IRC04,20_4,burned_post,1,0.089,0.036
IRC05,20_4,burned_post,1,0.081,0.0378
IRC06,20_4,burned_post,1,0.071,0.0413
IRC07,20_4,burned_post,1,0.085,0.0528
IRC09,20_4,burned_post,2,0.087,0.0419
IRC10,20_4,burned_post,1,0.076,0.0452
IRC12,20_4,unburned_post,1,0.079,0.0545
IRC13,20_4,unburned_post,1,0.119,0.034
LI-ME2,20_4,burned_post,1,0.074,0.0458
LO-WE2,20_4,burned_post,14,0.134,0.0424
MO-FR1,20_4,unburned_post,14,0.121,0.0487
OR-LO,20_4,burned_post,2,0.078,0.0597
OV-TR,20_4,burned_post,14,0.117,0.0538
RO-CA2,20_4,burned_post,2,0.067,0.0584
SO-GY,20_4,burned_post,14,0.116,0.0603
UP-WE,20_4,burned_post,14,0.123,0.0467
WE-TR1,20_4,burned_post,14,0.135,0.043
WE-TR3,20_4,burned_post,14,0.135,0.0445
AG-CH,21_1,burned_post,3,0.226,0.0353
AU-TR,21_1,burned_post,2,0.209,0.0492
BO-SP,21_1,burned_post,3,0.251,0.0517
BO-TR,21_1,burned_post,3,0.222,0.0374
CG-001,21_1,unburned_post,3,0.288,0.0606
CG-002,21_1,unburned_post,3,0.274,0.0469
CG-003,21_1,unburned_post,3,0.246,0.0543
CG-004,21_1,unburned_post,3,0.285,0.0362
CG-005,21_1,unburned_post,3,0.255,0.0352
CG-006,21_1,unburned_post,3,0.251,0.0408
CG-016,21_1,burned_post,3,0.202,0.0653
CG-017,21_1,unburned_post,3,0.227,0.0415
CG-018,21_1,burned_post,3,0.279,0.034
CG-019,21_1,unburned_post,3,0.223,0.0349
CG-020,21_1,unburned_post,3,0.283,0.044
CG-029,21_1,burned_post,3,0.19,0.0646
CG-030,21_1,burned_post,3,0.222,0.0528
CG-031,21_1,unburned_post,3,0.272,0.0409
CG-033,21_1,unburned_post,3,0.281,0.0413
CG-042,21_1,burned_post,3,0.082,0.0285
CG-044,21_1,burned_post,3,0.103,0.0326
CG-045,21_1,burned_post,3,0.206,0.0587
CG-047,21_1,unburned_post,3,0.283,0.0367
CG-048,21_1,unburned_post,3,0.274,0.0316
CG-056,21_1,burned_post,3,0.147,0.0592
CG-057,21_1,burned_post,3,0.067,0.0236
CG-058,21_1,burned_post,3,0.118,0.0546
CG-059,21_1,burned_post,3,0.182,0.0463
CG-069,21_1,burned_post,3,0.182,0.0684
CG-070,21_1,burned_post,3,0.131,0.0487
CG-071,21_1,burned_post,3,0.139,0.0369
CG-073,21_1,unburned_post,3,0.286,0.0378
CG-074,21_1,unburned_post,3,0.307,0.0356
CG-075,21_1,unburned_post,3,0.283,0.0362
CG-084,21_1,unburned_post,3,0.323,0.0321
CG-085,21_1,unburned_post,3,0.272,0.0417
CG-088,21_1,unburned_post,3,0.297,0.0488
CG-089,21_1,burned_post,3,0.285,0.0356
CG-090,21_1,unburned_post,3,0.278,0.046
CG-092,21_1,unburned_post,3,0.302,0.0348
CG-096,21_1,unburned_post,3,0.282,0.032
CG-097,21_1,unburned_post,3,0.311,0.0516
CG-098,21_1,unburned_post,3,0.274,0.0461
CG-102,21_1,unburned_post,3,0.278,0.0464
CG-103,21_1,unburned_post,3,0.258,0.0385
CO-TR,21_1,burned_post,2,0.287,0.0712
DO-CA3,21_1,unburned_post,15,0.235,0.0256
DR-SP2,21_1,burned_post,3,0.238,0.0757
EA-MW2,21_1,unburned_post,15,0.199,0.0392
FR-RO,21_1,unburned_post,15,0.225,0.0376
GY-FO,21_1,burned_post,15,0.225,0.0218
IR-ME1,21_1,burned_post,2,0.18,0.0315
IRC01,21_1,unburned_post,2,0.266,0.0915
IRC02,21_1,unburned_post,2,0.264,0.0486
IRC03,21_1,burned_post,2,0.206,0.0507
IRC04,21_1,burned_post,2,0.183,0.0333
IRC05,21_1,burned_post,2,0.182,0.0309
IRC06,21_1,burned_post,2,0.176,0.0303
IRC07,21_1,burned_post,2,0.186,0.0239
IRC09,21_1,burned_post,3,0.222,0.0481
IRC10,21_1,burned_post,2,0.216,0.049
IRC12,21_1,unburned_post,2,0.183,0.0334
IRC13,21_1,unburned_post,2,0.198,0.0281
LI-ME2,21_1,burned_post,2,0.212,0.0371
LO-WE2,21_1,burned_post,15,0.243,0.0202
MO-FR1,21_1,unburned_post,15,0.224,0.0343
OR-LO,21_1,burned_post,3,0.227,0.0736
OV-TR,21_1,burned_post,15,0.246,0.0543
RO-CA2,21_1,burned_post,3,0.193,0.0319
SO-GY,21_1,burned_post,15,0.24,0.0268
UP-WE,21_1,burned_post,15,0.261,0.0427
WE-TR1,21_1,burned_post,15,0.25,0.0275
WE-TR3,21_1,burned_post,15,0.26,0.0408
AG-CH,21_2,burned_post,4,0.197,0.0224
AU-TR,21_2,burned_post,3,0.2,0.0354
BO-SP,21_2,burned_post,4,0.184,0.0234
BO-TR,21_2,burned_post,4,0.184,0.0247
CG-001,21_2,unburned_post,4,0.279,0.0601
CG-002,21_2,unburned_post,4,0.264,0.0446
CG-003,21_2,unburned_post,4,0.283,0.0625
CG-004,21_2,unburned_post,4,0.307,0.0298
CG-005,21_2,unburned_post,4,0.206,0.0861
CG-006,21_2,unburned_post,4,0.272,0.0726
CG-016,21_2,burned_post,4,0.236,0.0573
CG-017,21_2,unburned_post,4,0.247,0.0484
CG-018,21_2,burned_post,4,0.151,0.0424
CG-019,21_2,unburned_post,4,0.239,0.0683
CG-020,21_2,unburned_post,4,0.305,0.0352
CG-029,21_2,burned_post,4,0.223,0.0608
CG-030,21_2,burned_post,4,0.237,0.0694
CG-031,21_2,unburned_post,4,0.314,0.0278
CG-033,21_2,unburned_post,4,0.315,0.0407
CG-042,21_2,burned_post,4,0.112,0.032
CG-044,21_2,burned_post,4,0.178,0.036
CG-045,21_2,burned_post,4,0.249,0.0513
CG-047,21_2,unburned_post,4,0.319,0.0242
CG-048,21_2,unburned_post,4,0.318,0.0357
CG-056,21_2,burned_post,4,0.23,0.0794
CG-057,21_2,burned_post,4,0.113,0.0216
CG-058,21_2,burned_post,4,0.165,0.0495
CG-059,21_2,burned_post,4,0.198,0.0585
CG-069,21_2,burned_post,4,0.216,0.0718
CG-070,21_2,burned_post,4,0.171,0.0552
CG-071,21_2,burned_post,4,0.176,0.0331
CG-073,21_2,unburned_post,4,0.32,0.0275
CG-074,21_2,unburned_post,4,0.33,0.0263
CG-075,21_2,unburned_post,4,0.099,0.0632
CG-084,21_2,unburned_post,4,0.355,0.0267
CG-085,21_2,unburned_post,4,0.133,0.0786
CG-088,21_2,unburned_post,4,0.303,0.0735
CG-089,21_2,burned_post,4,0.323,0.0372
CG-090,21_2,unburned_post,4,0.319,0.0295
CG-092,21_2,unburned_post,4,0.331,0.0386
CG-096,21_2,unburned_post,4,0.313,0.0301
CG-097,21_2,unburned_post,4,0.279,0.0618
CG-098,21_2,unburned_post,4,0.286,0.054
CG-102,21_2,unburned_post,4,0.313,0.0471
CG-103,21_2,unburned_post,4,0.296,0.0414
CO-TR,21_2,burned_post,2,0.209,0.0283
DO-CA3,21_2,unburned_post,16,0.188,0.0258
DR-SP2,21_2,burned_post,4,0.175,0.0244
EA-MW2,21_2,unburned_post,16,0.181,0.0351
FR-RO,21_2,unburned_post,16,0.202,0.0346
GY-FO,21_2,burned_post,16,0.207,0.0251
IR-ME1,21_2,burned_post,3,0.181,0.0262
IRC01,21_2,unburned_post,3,0.156,0.031
IRC02,21_2,unburned_post,3,0.208,0.0325
IRC03,21_2,burned_post,3,0.198,0.0367
IRC04,21_2,burned_post,3,0.194,0.0327
IRC05,21_2,burned_post,3,0.176,0.0304
IRC06,21_2,burned_post,3,0.178,0.0233
IRC07,21_2,burned_post,3,0.181,0.0264
IRC09,21_2,burned_post,4,0.184,0.0246
IRC10,21_2,burned_post,3,0.204,0.0348
IRC12,21_2,unburned_post,3,0.184,0.0366
IRC13,21_2,unburned_post,3,0.181,0.0269
LI-ME2,21_2,burned_post,3,0.201,0.0313
LO-WE2,21_2,burned_post,16,0.219,0.0193
MO-FR1,21_2,unburned_post,16,0.197,0.0358
OR-LO,21_2,burned_post,4,0.179,0.029
OV-TR,21_2,burned_post,16,0.184,0.0355
RO-CA2,21_2,burned_post,4,0.185,0.0216
SO-GY,21_2,burned_post,16,0.21,0.0229
UP-WE,21_2,burned_post,16,0.207,0.0215
WE-TR1,21_2,burned_post,16,0.221,0.022
WE-TR3,21_2,burned_post,16,0.213,0.0244
AG-CH,21_3,burned_post,5,0.078,0.0368
AU-TR,21_3,burned_post,4,0.103,0.0364
BO-SP,21_3,burned_post,5,0.085,0.0392
BO-TR,21_3,burned_post,5,0.087,0.035
CG-001,21_3,unburned_post,5,0.202,0.0585
CG-002,21_3,unburned_post,5,0.18,0.0438
CG-003,21_3,unburned_post,5,0.186,0.0501
CG-004,21_3,unburned_post,5,0.273,0.0376
CG-005,21_3,unburned_post,5,0.253,0.0433
CG-006,21_3,unburned_post,5,0.253,0.0475
CG-016,21_3,burned_post,5,0.208,0.0591
CG-017,21_3,unburned_post,5,0.22,0.0406
CG-018,21_3,burned_post,5,0.264,0.0333
CG-019,21_3,unburned_post,5,0.216,0.0385
CG-020,21_3,unburned_post,5,0.258,0.0473
CG-029,21_3,burned_post,5,0.192,0.0539
CG-030,21_3,burned_post,5,0.233,0.0511
CG-031,21_3,unburned_post,5,0.262,0.0432
CG-033,21_3,unburned_post,5,0.284,0.0496
CG-042,21_3,burned_post,5,0.1,0.0337
CG-044,21_3,burned_post,5,0.186,0.0363
CG-045,21_3,burned_post,5,0.197,0.0535
CG-047,21_3,unburned_post,5,0.272,0.041
CG-048,21_3,unburned_post,5,0.261,0.0347
CG-056,21_3,burned_post,5,0.176,0.0496
CG-057,21_3,burned_post,5,0.104,0.0352
CG-058,21_3,burned_post,5,0.143,0.0691
CG-059,21_3,burned_post,5,0.204,0.0375
CG-069,21_3,burned_post,5,0.201,0.0615
CG-070,21_3,burned_post,5,0.153,0.0599
CG-071,21_3,burned_post,5,0.158,0.0378
CG-073,21_3,unburned_post,5,0.272,0.0447
CG-074,21_3,unburned_post,5,0.291,0.0432
CG-075,21_3,unburned_post,5,0.285,0.0386
CG-084,21_3,unburned_post,5,0.321,0.0349
CG-085,21_3,unburned_post,5,0.276,0.0482
CG-088,21_3,unburned_post,5,0.255,0.0527
CG-089,21_3,burned_post,5,0.267,0.0425
CG-090,21_3,unburned_post,5,0.261,0.0518
CG-092,21_3,unburned_post,5,0.296,0.0489
CG-096,21_3,unburned_post,5,0.242,0.0374
CG-097,21_3,unburned_post,5,0.236,0.0714
CG-098,21_3,unburned_post,5,0.266,0.048
CG-102,21_3,unburned_post,5,0.236,0.0442
CG-103,21_3,unburned_post,5,0.219,0.0454
CO-TR,21_3,burned_post,4,0.093,0.0334
DO-CA3,21_3,unburned_post,17,0.081,0.0474
DR-SP2,21_3,burned_post,5,0.05,0.0386
EA-MW2,21_3,unburned_post,17,0.099,0.046
FR-RO,21_3,unburned_post,17,0.118,0.0383
GY-FO,21_3,burned_post,17,0.137,0.0359
IR-ME1,21_3,burned_post,4,0.095,0.039
IRC01,21_3,unburned_post,4,0.072,0.028
IRC02,21_3,unburned_post,4,0.105,0.0377
IRC03,21_3,burned_post,4,0.104,0.037
IRC04,21_3,burned_post,4,0.113,0.0321
IRC05,21_3,burned_post,4,0.093,0.0239
IRC06,21_3,burned_post,4,0.098,0.0368
IRC07,21_3,burned_post,4,0.093,0.0345
IRC09,21_3,burned_post,5,0.082,0.0345
IRC10,21_3,burned_post,4,0.102,0.0351
IRC12,21_3,unburned_post,4,0.094,0.0401
IRC13,21_3,unburned_post,4,0.091,0.0232
LI-ME2,21_3,burned_post,4,0.095,0.039
LO-WE2,21_3,burned_post,17,0.129,0.031
MO-FR1,21_3,unburned_post,17,0.115,0.0399
OR-LO,21_3,burned_post,5,0.09,0.0531
OV-TR,21_3,burned_post,17,0.093,0.0374
RO-CA2,21_3,burned_post,5,0.081,0.0453
SO-GY,21_3,burned_post,17,0.127,0.0437
UP-WE,21_3,burned_post,17,0.114,0.0367
WE-TR1,21_3,burned_post,17,0.131,0.0344
WE-TR3,21_3,burned_post,17,0.126,0.0373
AG-CH,21_4,burned_post,6,0.223,0.0793
AU-TR,21_4,burned_post,5,0.19,0.0728
BO-SP,21_4,burned_post,6,0.225,0.0682
BO-TR,21_4,burned_post,6,0.214,0.0802
CG-001,21_4,unburned_post,6,0.268,0.0771
CG-002,21_4,unburned_post,6,0.277,0.0682
CG-003,21_4,unburned_post,6,0.214,0.077
CG-004,21_4,unburned_post,6,0.269,0.0515
CG-005,21_4,unburned_post,6,0.246,0.0547
CG-006,21_4,unburned_post,6,0.217,0.0725
CG-016,21_4,burned_post,6,0.233,0.0704
CG-017,21_4,unburned_post,6,0.226,0.0456
CG-018,21_4,burned_post,6,0.264,0.048
CG-019,21_4,unburned_post,6,0.204,0.0482
CG-020,21_4,unburned_post,6,0.263,0.0766
CG-029,21_4,burned_post,6,0.189,0.0676
CG-030,21_4,burned_post,6,0.218,0.0661
CG-031,21_4,unburned_post,6,0.236,0.0678
CG-033,21_4,unburned_post,6,0.269,0.0702
CG-042,21_4,burned_post,6,0.109,0.0597
CG-044,21_4,burned_post,6,0.193,0.0675
CG-045,21_4,burned_post,6,0.152,0.0685
CG-047,21_4,unburned_post,6,0.246,0.0671
CG-048,21_4,unburned_post,6,0.25,0.0544
CG-056,21_4,burned_post,6,0.204,0.0821
CG-057,21_4,burned_post,6,0.117,0.0735
CG-058,21_4,burned_post,6,0.128,0.0992
CG-059,21_4,burned_post,6,0.193,0.0449
CG-069,21_4,burned_post,6,0.217,0.0732
CG-070,21_4,burned_post,6,0.15,0.0898
CG-071,21_4,burned_post,6,0.151,0.0515
CG-073,21_4,unburned_post,6,0.243,0.0681
CG-074,21_4,unburned_post,6,0.275,0.075
CG-075,21_4,unburned_post,6,0.279,0.0549
CG-084,21_4,unburned_post,6,0.319,0.0485
CG-085,21_4,unburned_post,6,0.252,0.0668
CG-088,21_4,unburned_post,6,0.271,0.0857
CG-089,21_4,burned_post,6,0.238,0.0594
CG-090,21_4,unburned_post,6,0.245,0.084
CG-092,21_4,unburned_post,6,0.289,0.0685
CG-096,21_4,unburned_post,6,0.244,0.0623
CG-097,21_4,unburned_post,6,0.306,0.0726
CG-098,21_4,unburned_post,6,0.285,0.054
CG-102,21_4,unburned_post,6,0.263,0.0563
CG-103,21_4,unburned_post,6,0.242,0.0701
CO-TR,21_4,burned_post,5,0.205,0.0782
DO-CA3,21_4,unburned_post,18,0.108,0.076
DR-SP2,21_4,burned_post,6,0.155,0.0859
EA-MW2,21_4,unburned_post,18,0.129,0.0461
FR-RO,21_4,unburned_post,18,0.142,0.0421
GY-FO,21_4,burned_post,18,0.146,0.0356
IR-ME1,21_4,burned_post,5,0.17,0.0696
IRC01,21_4,unburned_post,5,0.093,0.0572
IRC02,21_4,unburned_post,5,0.151,0.0557
IRC03,21_4,burned_post,5,0.193,0.0733
IRC04,21_4,burned_post,5,0.181,0.0533
IRC05,21_4,burned_post,5,0.152,0.049
IRC06,21_4,burned_post,5,0.157,0.0546
IRC07,21_4,burned_post,5,0.147,0.0596
IRC09,21_4,burned_post,6,0.208,0.08
IRC10,21_4,burned_post,5,0.192,0.0603
IRC12,21_4,unburned_post,5,0.148,0.0615
IRC13,21_4,unburned_post,5,0.136,0.0309
LI-ME2,21_4,burned_post,5,0.185,0.059
LO-WE2,21_4,burned_post,18,0.157,0.0423
MO-FR1,21_4,unburned_post,18,0.144,0.0437
OR-LO,21_4,burned_post,6,0.189,0.1034
OV-TR,21_4,burned_post,18,0.132,0.0476
RO-CA2,21_4,burned_post,6,0.192,0.0895
SO-GY,21_4,burned_post,18,0.144,0.0569
UP-WE,21_4,burned_post,18,0.145,0.0481
WE-TR1,21_4,burned_post,18,0.16,0.0451
WE-TR3,21_4,burned_post,18,0.16,0.0483
AG-CH,22_1,burned_post,7,0.23,0.024
AU-TR,22_1,burned_post,6,0.26,0.0336
BO-SP,22_1,burned_post,7,0.236,0.0283
BO-TR,22_1,burned_post,7,0.238,0.034
CG-001,22_1,unburned_post,7,0.269,0.0622
CG-002,22_1,unburned_post,7,0.272,0.0359
CG-003,22_1,unburned_post,7,0.274,0.0542
CG-004,22_1,unburned_post,7,0.29,0.0282
CG-005,22_1,unburned_post,7,0.278,0.0306
CG-006,22_1,unburned_post,7,0.285,0.0269
CG-016,22_1,burned_post,7,0.266,0.0475
CG-017,22_1,unburned_post,7,0.227,0.0409
CG-018,22_1,burned_post,7,0.286,0.0236
CG-019,22_1,unburned_post,7,0.246,0.0366
CG-020,22_1,unburned_post,7,0.295,0.0347
CG-029,22_1,burned_post,7,0.229,0.0541
CG-030,22_1,burned_post,7,0.252,0.0575
CG-031,22_1,unburned_post,7,0.286,0.0276
CG-033,22_1,unburned_post,7,0.307,0.036
CG-042,22_1,burned_post,7,0.148,0.0426
CG-044,22_1,burned_post,7,0.27,0.0431
CG-045,22_1,burned_post,7,0.221,0.0416
CG-047,22_1,unburned_post,7,0.296,0.0291
CG-048,22_1,unburned_post,7,0.297,0.0271
CG-056,22_1,burned_post,7,0.274,0.0546
CG-057,22_1,burned_post,7,0.183,0.0432
CG-058,22_1,burned_post,7,0.18,0.0572
CG-059,22_1,burned_post,7,0.222,0.0345
CG-069,22_1,burned_post,7,0.229,0.0524
CG-070,22_1,burned_post,7,0.207,0.0747
CG-071,22_1,burned_post,7,0.197,0.031
CG-073,22_1,unburned_post,7,0.292,0.0279
CG-074,22_1,unburned_post,7,0.296,0.0271
CG-075,22_1,unburned_post,7,0.299,0.0314
CG-084,22_1,unburned_post,7,0.326,0.0247
CG-085,22_1,unburned_post,7,0.291,0.0298
CG-088,22_1,unburned_post,7,0.298,0.0374
CG-089,22_1,burned_post,7,0.289,0.0271
CG-090,22_1,unburned_post,7,0.292,0.028
CG-092,22_1,unburned_post,7,0.305,0.0286
CG-096,22_1,unburned_post,7,0.291,0.0205
CG-097,22_1,unburned_post,7,0.31,0.0458
CG-098,22_1,unburned_post,7,0.289,0.0345
CG-102,22_1,unburned_post,7,0.313,0.0325
CG-103,22_1,unburned_post,7,0.278,0.0298
CO-TR,22_1,burned_post,6,0.251,0.0196
DO-CA3,22_1,unburned_post,19,0.243,0.0369
DR-SP2,22_1,burned_post,7,0.258,0.0288
EA-MW2,22_1,unburned_post,19,0.197,0.0498
FR-RO,22_1,unburned_post,19,0.236,0.0378
GY-FO,22_1,burned_post,19,0.217,0.0242
IR-ME1,22_1,burned_post,6,0.234,0.0256
IRC01,22_1,unburned_post,6,0.217,0.0571
IRC02,22_1,unburned_post,6,0.25,0.0268
IRC03,22_1,burned_post,6,0.255,0.0337
IRC04,22_1,burned_post,6,0.236,0.0396
IRC05,22_1,burned_post,6,0.219,0.0351
IRC06,22_1,burned_post,6,0.224,0.0325
IRC07,22_1,burned_post,6,0.225,0.0349
IRC09,22_1,burned_post,7,0.238,0.0309
IRC10,22_1,burned_post,6,0.26,0.0311
IRC12,22_1,unburned_post,6,0.234,0.0406
IRC13,22_1,unburned_post,6,0.243,0.03
LI-ME2,22_1,burned_post,6,0.254,0.0285
LO-WE2,22_1,burned_post,19,0.243,0.0241
MO-FR1,22_1,unburned_post,19,0.236,0.0356
OR-LO,22_1,burned_post,7,0.221,0.0367
OV-TR,22_1,burned_post,19,0.224,0.0542
RO-CA2,22_1,burned_post,7,0.212,0.0227
SO-GY,22_1,burned_post,19,0.228,0.0301
UP-WE,22_1,burned_post,19,0.245,0.0276
WE-TR1,22_1,burned_post,19,0.248,0.0266
WE-TR3,22_1,burned_post,19,0.247,0.0308
AG-CH,22_2,burned_post,8,0.187,0.0203
AU-TR,22_2,burned_post,7,0.224,0.0257
BO-SP,22_2,burned_post,8,0.182,0.0235
BO-TR,22_2,burned_post,8,0.186,0.0247
CG-001,22_2,unburned_post,8,0.266,0.0853
CG-002,22_2,unburned_post,8,0.232,0.0546
CG-003,22_2,unburned_post,8,0.262,0.0744
CG-004,22_2,unburned_post,8,0.311,0.0305
CG-005,22_2,unburned_post,8,0.306,0.0371
CG-006,22_2,unburned_post,8,0.315,0.0298
CG-016,22_2,burned_post,8,0.267,0.0515
CG-017,22_2,unburned_post,8,0.245,0.0483
CG-018,22_2,burned_post,8,0.318,0.0233
CG-019,22_2,unburned_post,8,0.262,0.0426
CG-020,22_2,unburned_post,8,0.31,0.0454
CG-029,22_2,burned_post,8,0.254,0.0526
CG-030,22_2,burned_post,8,0.277,0.0506
CG-031,22_2,unburned_post,8,0.323,0.0311
CG-033,22_2,unburned_post,8,0.332,0.0401
CG-042,22_2,burned_post,8,0.162,0.0379
CG-044,22_2,burned_post,8,0.3,0.051
CG-045,22_2,burned_post,8,0.262,0.0404
CG-047,22_2,unburned_post,8,0.335,0.0294
CG-048,22_2,unburned_post,8,0.321,0.0388
CG-056,22_2,burned_post,8,0.273,0.0559
CG-057,22_2,burned_post,8,0.204,0.0325
CG-058,22_2,burned_post,8,0.217,0.0482
CG-059,22_2,burned_post,8,0.259,0.0335
CG-069,22_2,burned_post,8,0.252,0.0567
CG-070,22_2,burned_post,8,0.23,0.0655
CG-071,22_2,burned_post,8,0.237,0.0296
CG-073,22_2,unburned_post,8,0.322,0.0298
CG-074,22_2,unburned_post,8,0.335,0.0273
CG-075,22_2,unburned_post,8,0.323,0.0342
CG-084,22_2,unburned_post,8,0.357,0.0275
CG-085,22_2,unburned_post,8,0.329,0.036
CG-088,22_2,unburned_post,8,0.312,0.0353
CG-089,22_2,burned_post,8,0.316,0.0258
CG-090,22_2,unburned_post,8,0.322,0.0302
CG-092,22_2,unburned_post,8,0.32,0.0449
CG-096,22_2,unburned_post,8,0.313,0.0308
CG-097,22_2,unburned_post,8,0.271,0.0762
CG-098,22_2,unburned_post,8,0.288,0.051
CG-102,22_2,unburned_post,8,0.307,0.0524
CG-103,22_2,unburned_post,8,0.291,0.0541
CO-TR,22_2,burned_post,7,0.205,0.0191
DO-CA3,22_2,unburned_post,20,0.172,0.0463
DR-SP2,22_2,burned_post,8,0.195,0.026
EA-MW2,22_2,unburned_post,20,0.177,0.0406
FR-RO,22_2,unburned_post,20,0.207,0.0357
GY-FO,22_2,burned_post,20,0.201,0.0237
IR-ME1,22_2,burned_post,7,0.209,0.0195
IRC01,22_2,unburned_post,7,0.147,0.0296
IRC02,22_2,unburned_post,7,0.2,0.0334
IRC03,22_2,burned_post,7,0.224,0.023
IRC04,22_2,burned_post,7,0.218,0.0326
IRC05,22_2,burned_post,7,0.196,0.0291
IRC06,22_2,burned_post,7,0.201,0.0249
IRC07,22_2,burned_post,7,0.193,0.0265
IRC09,22_2,burned_post,8,0.19,0.0236
